aX,aY,aZ,gX,gY,gZ
-0.037,0.096,0.977,2.136,-3.296,3.113
-0.060,0.053,0.978,2.136,-3.296,3.052
0.013,0.041,0.974,2.136,-3.479,3.113
-0.015,0.091,0.976,2.136,-3.540,3.540
-0.050,0.043,0.980,2.258,-3.662,3.052
0.024,0.060,0.976,2.197,-4.028,3.357
-0.046,0.092,0.981,2.197,-3.418,3.357
-0.058,0.045,0.978,2.014,-3.662,3.052
0.002,0.030,0.974,2.014,-3.479,3.296
0.033,0.059,0.973,1.709,-3.296,3.357
0.016,0.089,0.975,1.831,-3.540,3.296
-0.016,0.103,0.977,1.892,-3.601,3.174
-0.040,0.102,0.979,2.075,-3.662,3.174
-0.055,0.098,0.980,2.136,-3.662,3.357
-0.058,0.097,0.979,2.258,-3.784,3.296
-0.053,0.101,0.980,2.319,-3.662,3.235
-0.038,0.106,0.979,1.953,-3.540,3.235
-0.013,0.106,0.978,1.648,-3.479,3.235
0.014,0.097,0.977,1.831,-3.418,3.296
0.039,0.076,0.974,1.892,-3.357,3.235
0.043,0.048,0.973,1.892,-3.601,3.174
0.017,0.023,0.973,2.075,-3.723,3.113
-0.034,0.020,0.975,2.319,-3.967,3.296
-0.078,0.044,0.980,2.319,-3.906,3.296
-0.081,0.085,0.982,2.319,-3.784,3.235
-0.034,0.108,0.979,2.014,-3.479,3.174
0.027,0.091,0.977,1.953,-3.357,3.174
0.044,0.047,0.973,2.014,-3.479,3.235
-0.001,0.017,0.974,2.014,-3.479,3.235
-0.069,0.036,0.977,2.075,-3.723,3.357
-0.084,0.084,0.981,2.014,-3.967,3.357
-0.027,0.110,0.978,2.014,-3.845,3.296
0.038,0.080,0.974,2.075,-3.601,3.418
0.031,0.029,0.974,2.075,-3.418,3.174
-0.040,0.019,0.976,2.014,-3.357,3.235
-0.086,0.065,0.980,2.014,-3.418,3.113
-0.047,0.108,0.979,2.075,-3.601,3.113
0.028,0.093,0.974,1.770,-3.540,3.113
0.039,0.037,0.973,1.770,-3.723,3.357
-0.031,0.017,0.977,1.953,-3.601,3.235
-0.089,0.061,0.981,1.770,-3.540,3.174
-0.052,0.109,0.978,1.892,-3.662,3.296
0.030,0.092,0.974,2.197,-3.357,3.296
0.040,0.033,0.972,2.441,-3.357,3.235
-0.036,0.019,0.976,2.258,-3.296,3.113
-0.087,0.069,0.981,2.197,-3.601,3.235
-0.035,0.110,0.978,2.136,-3.662,3.174
0.040,0.078,0.974,1.953,-3.784,3.235
0.023,0.023,0.974,1.953,-3.845,3.174
-0.061,0.027,0.979,1.892,-3.662,3.174
-0.086,0.086,0.982,1.831,-3.601,3.174
-0.012,0.110,0.978,1.953,-3.540,3.113
0.047,0.064,0.974,2.075,-3.479,3.174
0.005,0.017,0.974,2.197,-3.479,3.357
-0.075,0.041,0.980,2.258,-3.418,3.235
-0.071,0.098,0.980,2.014,-3.601,3.235
0.010,0.102,0.976,1.953,-3.662,3.174
0.046,0.045,0.974,2.014,-3.784,3.174
-0.020,0.014,0.976,1.953,-3.723,3.357
-0.088,0.057,0.981,1.892,-3.540,3.296
-0.054,0.109,0.980,1.587,-3.418,3.296
0.030,0.092,0.974,1.892,-3.601,3.174
0.037,0.033,0.973,1.953,-3.601,3.235
-0.042,0.020,0.976,2.075,-3.662,3.235
-0.088,0.073,0.979,2.075,-3.723,3.174
-0.032,0.111,0.979,2.258,-3.723,3.174
0.042,0.077,0.975,2.197,-3.662,3.113
0.023,0.021,0.973,1.892,-3.723,3.235
-0.061,0.027,0.978,1.892,-3.540,3.174
-0.084,0.087,0.980,1.831,-3.540,3.113
-0.010,0.110,0.977,1.770,-3.540,3.235
0.049,0.062,0.974,1.953,-3.723,3.296
0.002,0.016,0.974,2.014,-3.540,3.357
-0.078,0.043,0.979,1.770,-3.418,3.296
-0.071,0.101,0.980,1.953,-3.479,3.174
0.015,0.100,0.977,2.197,-3.601,3.174
0.046,0.042,0.972,2.258,-3.601,3.235
-0.025,0.016,0.975,2.197,-3.540,3.357
-0.089,0.060,0.980,2.136,-3.479,3.235
-0.047,0.110,0.980,2.014,-3.540,3.174
0.035,0.087,0.974,2.075,-3.479,3.113
0.034,0.029,0.972,2.136,-3.723,3.235
-0.049,0.023,0.977,2.075,-3.784,3.357
-0.088,0.079,0.981,2.136,-3.723,3.296
-0.023,0.111,0.979,2.258,-3.845,3.052
0.045,0.070,0.974,2.319,-3.601,3.235
0.015,0.018,0.973,2.197,-3.479,3.235
-0.068,0.034,0.979,2.014,-3.479,3.174
-0.078,0.093,0.980,2.258,-3.662,3.235
0.001,0.106,0.977,2.075,-3.784,3.296
0.049,0.053,0.973,2.075,-3.662,3.235
-0.010,0.015,0.975,1.892,-3.662,3.235
-0.084,0.052,0.982,2.075,-3.723,3.235
-0.061,0.106,0.981,2.014,-3.784,3.113
0.024,0.094,0.976,2.075,-3.601,3.174
0.041,0.036,0.974,2.075,-3.357,3.296
-0.036,0.018,0.976,1.953,-3.357,3.174
-0.088,0.068,0.981,1.709,-3.601,3.174
-0.040,0.110,0.978,2.014,-3.723,3.235
0.038,0.082,0.973,1.892,-3.601,3.235
0.028,0.025,0.973,1.953,-3.662,3.235
-0.054,0.025,0.978,1.770,-3.601,3.296
-0.088,0.081,0.981,1.892,-3.662,3.235
-0.022,0.111,0.978,2.014,-3.662,3.235
0.046,0.072,0.973,2.014,-3.601,3.113
0.018,0.020,0.974,2.136,-3.540,3.235
-0.063,0.031,0.979,2.319,-3.540,3.235
-0.082,0.088,0.981,2.075,-3.540,3.296
-0.011,0.110,0.977,2.075,-3.723,3.113
0.047,0.064,0.973,2.136,-3.784,3.174
0.008,0.017,0.973,2.197,-3.662,3.235
-0.073,0.037,0.979,1.953,-3.479,3.235
-0.076,0.095,0.980,1.892,-3.479,3.174
0.003,0.107,0.976,2.075,-3.479,3.113
0.049,0.054,0.973,1.953,-3.662,3.113
-0.008,0.015,0.974,2.014,-3.662,3.174
-0.083,0.049,0.980,1.892,-3.601,3.174
-0.064,0.105,0.980,1.953,-3.479,3.174
0.020,0.097,0.975,2.075,-3.723,3.235
0.042,0.038,0.973,2.075,-3.662,3.174
-0.030,0.015,0.978,2.075,-3.601,3.235
-0.089,0.063,0.983,1.953,-3.479,3.296
-0.046,0.110,0.979,1.953,-3.540,3.174
0.036,0.087,0.973,1.831,-3.235,2.991
0.036,0.030,0.971,1.953,-3.540,3.235
-0.045,0.022,0.976,2.014,-3.601,3.296
-0.086,0.066,0.980,2.014,-3.723,3.296
-0.072,0.091,0.980,2.014,-3.906,3.174
-0.064,0.095,0.981,2.075,-3.967,3.235
-0.069,0.087,0.980,2.258,-3.784,3.296
-0.074,0.064,0.981,2.014,-3.723,3.174
-0.044,0.034,0.979,2.075,-3.784,3.174
0.015,0.037,0.975,1.892,-3.540,3.296
0.010,0.084,0.976,1.953,-3.479,3.296
-0.060,0.076,0.979,1.953,-3.723,3.235
-0.006,0.034,0.975,2.014,-3.784,3.052
-0.004,0.088,0.975,2.014,-3.662,3.479
-0.060,0.051,0.978,2.136,-3.601,3.052
0.023,0.045,0.973,2.014,-3.723,3.296
-0.014,0.094,0.977,2.197,-3.540,3.418
-0.068,0.076,0.980,2.319,-3.662,3.052
-0.051,0.036,0.980,2.075,-3.601,2.991
-0.004,0.025,0.975,2.136,-3.418,3.174
0.027,0.038,0.972,1.953,-3.601,3.235
0.034,0.057,0.974,1.831,-3.479,3.296
0.032,0.070,0.973,1.953,-3.723,3.296
0.030,0.076,0.975,2.014,-3.540,3.235
0.032,0.076,0.975,2.014,-3.540,3.235
0.036,0.071,0.974,1.953,-3.540,3.235
0.040,0.059,0.974,2.014,-3.296,3.296
0.037,0.043,0.972,2.319,-3.540,3.235
0.023,0.025,0.974,2.197,-3.723,3.235
-0.010,0.018,0.976,2.014,-3.662,3.296
-0.049,0.025,0.979,1.831,-3.540,3.235
-0.079,0.051,0.980,1.953,-3.479,3.113
-0.080,0.086,0.980,2.014,-3.540,3.235
-0.044,0.108,0.977,1.953,-3.479,3.235
0.014,0.101,0.974,1.953,-3.418,3.174
0.046,0.065,0.973,2.014,-3.479,3.235
0.026,0.025,0.973,2.258,-3.540,3.296
-0.038,0.021,0.978,2.319,-3.662,3.235
-0.087,0.057,0.981,2.319,-3.906,3.296
-0.067,0.099,0.980,2.075,-3.540,3.174
-0.001,0.105,0.975,2.014,-3.601,3.235
0.045,0.063,0.973,1.892,-3.479,3.174
0.017,0.021,0.975,2.014,-3.357,3.296
-0.055,0.026,0.979,1.953,-3.418,3.296
-0.088,0.075,0.981,2.136,-3.479,3.296
-0.040,0.110,0.978,2.014,-3.479,3.174
0.031,0.090,0.974,2.136,-3.540,3.235
0.040,0.038,0.972,1.892,-3.479,3.235
-0.025,0.017,0.974,1.892,-3.418,3.174
-0.085,0.055,0.979,2.014,-3.479,3.174
-0.060,0.103,0.978,2.197,-3.479,3.296
0.015,0.098,0.975,2.014,-3.601,3.296
0.046,0.047,0.974,1.953,-3.662,3.357
-0.009,0.015,0.976,1.953,-3.784,3.357
-0.080,0.046,0.979,1.831,-3.601,3.235
-0.072,0.098,0.979,1.953,-3.296,3.296
0.005,0.105,0.975,2.075,-3.296,3.235
0.049,0.057,0.973,2.075,-3.479,3.174
0.002,0.017,0.975,2.258,-3.662,3.235
-0.073,0.038,0.980,2.258,-3.784,3.296
-0.078,0.093,0.980,2.380,-3.723,3.296
-0.008,0.107,0.977,2.197,-3.662,3.174
0.046,0.064,0.973,2.136,-3.418,3.113
0.012,0.018,0.973,2.014,-3.418,3.296
-0.065,0.033,0.976,1.953,-3.479,3.357
-0.082,0.088,0.979,2.136,-3.601,3.174
-0.015,0.110,0.979,2.136,-3.723,3.174
0.045,0.072,0.977,2.136,-3.723,3.235
0.021,0.021,0.975,2.197,-3.540,3.296
-0.057,0.027,0.977,2.136,-3.662,3.296
-0.088,0.080,0.979,2.014,-3.601,3.357
-0.034,0.110,0.976,2.075,-3.601,3.174
0.038,0.081,0.974,2.014,-3.662,3.235
0.033,0.028,0.974,2.075,-3.601,3.418
-0.041,0.020,0.978,2.136,-3.479,3.357
-0.089,0.068,0.981,2.319,-3.662,3.296
-0.046,0.107,0.978,2.319,-3.601,3.235
0.031,0.089,0.973,2.319,-3.723,3.296
0.039,0.035,0.973,2.075,-3.418,3.296
-0.030,0.017,0.977,2.075,-3.235,3.357
-0.086,0.063,0.982,2.014,-3.296,3.235
-0.053,0.109,0.979,2.136,-3.357,3.235
0.025,0.094,0.975,2.075,-3.601,3.296
0.042,0.039,0.971,2.197,-3.723,3.418
-0.023,0.015,0.975,2.380,-3.784,3.418
-0.086,0.052,0.981,2.319,-3.662,3.357
-0.063,0.102,0.981,2.258,-3.479,3.296
0.016,0.099,0.977,2.136,-3.296,3.296
0.047,0.048,0.973,2.197,-3.052,3.296
-0.008,0.015,0.974,2.197,-3.296,3.235
-0.078,0.044,0.978,2.075,-3.601,3.296
-0.072,0.099,0.980,2.075,-3.784,3.357
0.001,0.107,0.977,2.136,-3.906,3.357
0.047,0.059,0.975,2.136,-3.784,3.357
0.006,0.018,0.974,2.075,-3.540,3.357
-0.070,0.034,0.977,2.136,-3.418,3.296
-0.085,0.086,0.979,2.258,-3.662,3.296
-0.022,0.109,0.978,2.197,-3.906,3.235
0.040,0.071,0.977,2.258,-3.784,3.235
0.022,0.023,0.978,2.075,-3.540,3.113
-0.052,0.026,0.980,1.831,-3.113,3.113
-0.084,0.078,0.981,1.770,-2.869,3.113
-0.030,0.114,0.975,1.953,-3.052,3.113
0.040,0.084,0.968,1.953,-3.357,3.235
0.035,0.028,0.970,2.258,-3.845,3.357
-0.042,0.017,0.979,2.563,-4.150,3.479
-0.095,0.063,0.986,2.686,-4.333,3.357
-0.054,0.107,0.985,2.380,-4.028,3.296
0.025,0.092,0.978,1.831,-3.418,3.296
0.038,0.037,0.974,1.526,-2.747,3.296
-0.028,0.021,0.974,1.526,-2.625,3.235
-0.082,0.066,0.976,1.526,-2.869,3.174
-0.043,0.112,0.974,1.953,-3.296,3.174
0.033,0.093,0.973,2.319,-3.906,3.235
0.038,0.032,0.974,2.625,-4.272,3.540
-0.039,0.016,0.978,2.869,-4.211,3.601
-0.093,0.063,0.981,2.808,-3.967,3.296
-0.047,0.107,0.979,2.441,-3.296,3.113
0.032,0.085,0.973,1.892,-2.991,3.235
0.037,0.030,0.973,1.770,-3.052,3.235
-0.035,0.019,0.976,1.770,-3.418,3.113
-0.087,0.068,0.981,1.892,-3.906,3.418
-0.048,0.109,0.979,1.892,-4.028,3.296
0.029,0.090,0.975,2.136,-4.089,3.174
0.035,0.035,0.974,2.502,-3.723,3.296
-0.035,0.017,0.977,2.319,-3.540,3.296
-0.089,0.061,0.982,2.258,-3.235,3.174
-0.050,0.107,0.980,2.258,-3.174,3.113
0.030,0.092,0.976,2.075,-3.235,3.174
0.044,0.036,0.973,1.770,-3.418,3.235
-0.027,0.016,0.975,1.770,-3.662,3.357
-0.087,0.062,0.979,1.892,-3.967,3.235
-0.057,0.109,0.977,2.014,-3.967,3.235
0.023,0.094,0.974,2.258,-3.906,3.357
0.040,0.041,0.973,2.197,-3.479,3.174
-0.020,0.020,0.977,2.380,-3.052,3.174
-0.058,0.035,0.977,2.380,-3.113,3.174
-0.066,0.045,0.979,2.258,-3.296,3.174
-0.056,0.039,0.979,2.197,-3.540,3.296
-0.028,0.028,0.977,2.075,-3.845,3.235
0.014,0.034,0.975,2.197,-4.089,3.357
0.020,0.073,0.976,2.258,-3.723,3.357
-0.045,0.090,0.981,2.197,-3.540,3.174
-0.053,0.042,0.979,2.441,-3.357,2.930
0.020,0.057,0.974,2.319,-3.174,3.113
-0.043,0.087,0.976,2.380,-2.930,3.479
-0.014,0.035,0.975,2.136,-3.235,2.686
0.016,0.083,0.974,2.136,-3.296,3.235
-0.059,0.084,0.976,2.136,-3.540,2.930
-0.040,0.033,0.975,2.380,-3.906,2.991
0.018,0.033,0.974,2.563,-4.028,3.296
0.028,0.065,0.974,2.380,-3.845,3.296
0.006,0.087,0.974,2.625,-3.662,3.174
-0.026,0.095,0.974,2.502,-3.418,3.174
-0.045,0.095,0.977,2.441,-3.357,3.174
-0.055,0.093,0.979,2.319,-3.357,3.174
-0.058,0.091,0.978,2.075,-3.723,3.296
-0.054,0.099,0.980,1.648,-4.028,3.296
-0.043,0.106,0.982,1.404,-4.028,3.357
-0.022,0.108,0.984,1.282,-3.662,3.174
0.004,0.104,0.980,1.343,-3.357,3.235
0.030,0.088,0.974,1.465,-3.235,3.235
0.043,0.057,0.969,1.831,-3.357,3.174
0.027,0.029,0.971,2.441,-3.479,3.296
-0.012,0.015,0.976,2.808,-3.723,3.357
-0.062,0.028,0.984,2.747,-3.723,3.235
-0.086,0.064,0.987,2.441,-3.357,3.235
-0.063,0.099,0.985,1.770,-3.052,3.174
-0.001,0.108,0.977,1.343,-3.113,3.052
0.047,0.074,0.970,1.282,-3.174,3.174
0.035,0.031,0.969,1.404,-3.357,3.418
-0.030,0.024,0.974,1.892,-3.601,3.357
-0.083,0.061,0.979,2.136,-3.906,3.296
-0.064,0.104,0.981,2.502,-4.089,3.174
0.006,0.106,0.978,2.625,-3.784,3.296
0.047,0.056,0.974,2.625,-3.479,3.296
0.010,0.012,0.971,2.625,-3.235,3.357
-0.063,0.027,0.979,2.563,-3.235,3.174
-0.084,0.082,0.981,2.136,-3.662,3.296
-0.025,0.108,0.978,1.892,-3.784,3.357
0.039,0.076,0.972,1.648,-3.662,3.357
0.027,0.028,0.974,1.648,-3.723,3.296
-0.048,0.025,0.978,1.709,-3.845,3.174
-0.089,0.074,0.979,1.770,-3.601,3.296
-0.044,0.110,0.978,2.014,-3.418,3.296
0.033,0.087,0.975,2.380,-3.479,3.174
0.037,0.031,0.974,2.502,-3.601,3.174
-0.033,0.016,0.979,2.380,-3.479,3.174
-0.088,0.062,0.983,2.258,-3.479,3.235
-0.052,0.107,0.981,2.014,-3.479,3.174
0.026,0.092,0.974,1.648,-3.479,3.235
0.039,0.036,0.970,1.648,-3.662,3.235
-0.032,0.017,0.973,1.770,-3.662,3.174
-0.089,0.064,0.979,1.953,-3.540,3.357
-0.050,0.111,0.980,2.319,-3.601,3.357
0.032,0.091,0.977,2.441,-3.418,3.235
0.039,0.032,0.974,2.380,-3.235,3.235
-0.037,0.017,0.976,2.197,-3.235,3.174
-0.086,0.067,0.979,2.197,-3.601,3.052
-0.040,0.108,0.976,2.197,-3.662,3.235
0.036,0.083,0.973,2.014,-3.967,3.418
0.033,0.029,0.974,1.587,-3.662,3.357
-0.046,0.022,0.979,1.709,-3.601,3.296
-0.088,0.073,0.980,1.709,-3.235,3.235
-0.036,0.112,0.977,1.770,-3.357,3.235
0.039,0.084,0.972,1.953,-3.418,3.235
0.035,0.028,0.970,2.197,-3.540,3.296
-0.044,0.019,0.977,2.563,-3.601,3.235
-0.088,0.069,0.981,2.441,-3.723,3.296
-0.042,0.109,0.982,2.258,-3.723,3.357
0.033,0.085,0.977,2.014,-3.662,3.235
0.034,0.031,0.973,1.770,-3.479,3.296
-0.041,0.021,0.977,1.892,-3.174,3.235
-0.088,0.069,0.979,1.953,-3.235,3.113
-0.043,0.111,0.978,2.014,-3.418,3.052
0.032,0.088,0.976,2.380,-3.418,3.235
0.039,0.033,0.975,2.380,-3.601,3.357
-0.036,0.017,0.978,2.502,-3.662,3.235
-0.090,0.062,0.981,2.441,-3.662,3.418
-0.050,0.107,0.978,2.258,-3.357,3.235
0.028,0.090,0.975,2.014,-3.418,3.113
0.041,0.036,0.972,1.953,-3.174,3.235
-0.027,0.018,0.975,1.892,-3.174,3.174
-0.085,0.060,0.980,1.831,-3.479,3.174
-0.057,0.106,0.979,2.075,-3.601,3.296
0.019,0.098,0.974,2.380,-3.784,3.235
0.045,0.044,0.974,2.380,-3.845,3.235
-0.014,0.013,0.974,2.563,-3.723,3.296
-0.081,0.044,0.980,2.380,-3.601,3.296
-0.073,0.096,0.981,2.197,-3.479,3.296
0.000,0.104,0.976,1.953,-3.418,3.052
0.049,0.060,0.973,1.831,-3.479,3.235
0.010,0.019,0.975,1.831,-3.540,3.296
-0.065,0.033,0.977,1.831,-3.601,3.235
-0.085,0.086,0.979,1.892,-3.906,3.235
-0.026,0.111,0.978,2.136,-3.967,3.296
0.038,0.078,0.975,2.197,-3.967,3.357
0.028,0.027,0.975,2.258,-3.601,3.235
-0.043,0.020,0.980,2.075,-3.418,3.235
-0.088,0.064,0.983,2.075,-3.418,3.296
-0.050,0.107,0.979,2.014,-3.296,3.113
0.025,0.095,0.972,2.014,-3.540,3.113
0.045,0.043,0.970,1.953,-3.601,3.296
-0.016,0.016,0.973,1.953,-3.662,3.357
-0.081,0.048,0.979,2.197,-3.845,3.479
-0.071,0.099,0.982,2.136,-3.601,3.235
0.004,0.104,0.978,2.136,-3.540,3.113
0.047,0.056,0.974,1.953,-3.296,3.113
0.003,0.016,0.974,1.892,-3.296,3.296
-0.071,0.035,0.979,1.892,-3.296,3.235
-0.079,0.090,0.979,1.892,-3.540,3.235
-0.011,0.107,0.977,1.953,-3.601,3.235
0.046,0.068,0.974,2.197,-3.723,3.296
0.017,0.020,0.975,2.258,-3.845,3.357
-0.061,0.028,0.979,2.258,-3.723,3.235
-0.086,0.083,0.982,2.014,-3.601,3.174
-0.024,0.111,0.979,2.075,-3.601,3.235
0.043,0.075,0.973,2.075,-3.479,3.296
0.024,0.024,0.973,2.014,-3.357,3.235
-0.054,0.025,0.978,2.075,-3.418,3.296
-0.087,0.079,0.982,2.197,-3.479,3.418
-0.030,0.111,0.979,2.197,-3.479,3.174
0.041,0.079,0.974,2.014,-3.540,3.174
0.029,0.026,0.974,2.197,-3.601,3.296
-0.048,0.022,0.978,2.319,-3.540,3.296
-0.088,0.075,0.980,2.136,-3.601,3.174
-0.034,0.110,0.977,2.258,-3.479,3.113
0.035,0.085,0.973,2.197,-3.418,3.174
0.041,0.049,0.973,2.075,-3.601,3.296
0.029,0.038,0.975,2.075,-3.723,3.174
0.029,0.043,0.975,2.014,-3.540,3.235
0.030,0.061,0.974,2.075,-3.601,3.296
0.007,0.089,0.977,2.075,-3.479,3.296
-0.049,0.092,0.979,2.319,-3.418,3.113
-0.059,0.049,0.979,2.075,-3.418,3.052
0.013,0.040,0.974,2.197,-3.357,3.113
-0.010,0.091,0.975,2.075,-3.601,3.418
-0.053,0.051,0.978,2.136,-3.479,3.052
0.023,0.059,0.974,2.014,-3.662,3.357
-0.052,0.089,0.977,2.258,-3.662,3.479
-0.042,0.036,0.978,2.197,-3.845,3.052
0.021,0.043,0.976,2.075,-3.601,3.357
0.014,0.085,0.976,2.136,-3.418,3.357
-0.034,0.099,0.979,2.197,-3.113,3.296
-0.066,0.085,0.979,2.258,-3.113,3.235
-0.074,0.067,0.978,2.136,-3.601,3.174
-0.072,0.052,0.979,2.075,-3.723,3.296
-0.068,0.046,0.979,2.136,-3.723,3.235
-0.069,0.043,0.979,2.075,-3.845,3.235
-0.075,0.049,0.978,2.380,-3.906,3.235
-0.081,0.060,0.979,2.258,-3.906,3.357
-0.082,0.077,0.979,2.075,-3.601,3.296
-0.067,0.095,0.979,2.136,-3.418,3.296
-0.037,0.107,0.977,2.197,-3.479,3.235
0.004,0.102,0.976,1.892,-3.479,3.235
0.037,0.078,0.974,2.075,-3.540,3.174
0.042,0.044,0.975,2.075,-3.601,3.296
0.006,0.018,0.977,2.075,-3.662,3.357
-0.051,0.024,0.980,2.136,-3.662,3.296
-0.086,0.062,0.980,2.197,-3.540,3.174
-0.062,0.102,0.979,1.953,-3.479,3.296
0.001,0.104,0.976,2.075,-3.479,3.296
0.045,0.066,0.972,2.136,-3.662,3.296
0.021,0.024,0.972,1.831,-3.662,3.235
-0.051,0.024,0.978,1.953,-3.723,3.113
-0.088,0.072,0.980,2.197,-3.601,3.296
-0.044,0.109,0.979,2.197,-3.540,3.296
0.030,0.092,0.974,2.075,-3.418,3.235
0.042,0.037,0.971,2.197,-3.479,3.296
-0.026,0.015,0.974,2.319,-3.479,3.296
-0.086,0.055,0.980,2.197,-3.845,3.113
-0.061,0.105,0.982,2.197,-3.906,3.174
0.018,0.098,0.979,2.197,-3.845,3.296
0.043,0.042,0.975,2.014,-3.479,3.052
-0.021,0.016,0.975,2.014,-3.296,3.174
-0.086,0.055,0.977,1.892,-3.296,3.235
-0.062,0.106,0.977,2.075,-3.418,3.113
0.018,0.100,0.973,2.258,-3.540,3.174
0.044,0.044,0.973,2.258,-3.662,3.235
-0.020,0.015,0.977,2.380,-3.662,3.357
-0.086,0.052,0.982,2.197,-3.662,3.174
-0.063,0.104,0.982,2.258,-3.601,3.174
0.016,0.100,0.977,1.892,-3.357,3.052
0.046,0.044,0.972,1.831,-3.296,2.991
-0.018,0.017,0.972,1.587,-3.296,3.235
-0.084,0.055,0.978,1.770,-3.418,3.235
-0.061,0.107,0.979,2.075,-3.723,3.174
0.019,0.098,0.977,2.075,-3.784,3.357
0.047,0.042,0.974,2.197,-3.601,3.418
-0.017,0.013,0.977,2.197,-3.479,3.296
-0.083,0.048,0.980,2.258,-3.601,3.235
-0.065,0.100,0.979,2.197,-3.540,3.113
0.012,0.100,0.974,1.770,-3.418,3.235
0.048,0.049,0.972,1.648,-3.601,3.052
-0.005,0.015,0.974,1.831,-3.723,3.235
-0.078,0.044,0.978,1.953,-3.662,3.357
-0.070,0.099,0.979,1.953,-3.601,3.235
0.007,0.104,0.974,2.014,-3.662,3.174
0.048,0.052,0.972,2.319,-3.479,3.174
-0.006,0.014,0.976,2.380,-3.723,3.296
-0.081,0.043,0.983,2.380,-3.967,3.296
-0.072,0.100,0.986,2.380,-3.845,3.174
0.008,0.104,0.981,2.258,-3.601,3.174
0.046,0.050,0.975,1.953,-3.357,3.174
-0.011,0.016,0.977,1.770,-3.479,3.174
-0.083,0.051,0.981,1.831,-3.540,3.296
-0.067,0.106,0.979,2.075,-3.662,3.296
0.014,0.103,0.974,2.075,-3.723,3.235
0.046,0.048,0.971,2.258,-3.540,3.174
-0.017,0.014,0.973,2.502,-3.601,3.357
-0.084,0.050,0.978,2.563,-3.479,3.235
-0.066,0.101,0.979,2.258,-3.662,3.052
0.013,0.099,0.976,2.136,-3.723,3.052
0.045,0.046,0.973,1.831,-3.784,3.052
-0.012,0.016,0.975,1.709,-3.601,3.296
-0.081,0.048,0.978,1.587,-3.357,3.296
-0.071,0.100,0.976,1.648,-3.479,3.235
0.005,0.104,0.972,2.014,-3.479,3.174
0.049,0.056,0.971,2.075,-3.662,3.174
0.005,0.014,0.973,2.319,-3.784,3.296
-0.072,0.033,0.980,2.441,-3.784,3.174
-0.080,0.087,0.982,2.319,-3.479,3.235
-0.010,0.106,0.979,1.953,-3.540,3.357
0.047,0.064,0.975,1.892,-3.662,3.296
0.017,0.019,0.974,1.587,-3.418,3.418
-0.060,0.029,0.979,1.587,-3.601,3.174
-0.084,0.084,0.982,1.648,-3.601,3.235
-0.022,0.112,0.981,1.953,-3.845,3.235
0.043,0.076,0.975,2.136,-3.784,3.357
0.026,0.025,0.975,2.502,-3.662,3.357
-0.050,0.023,0.978,2.563,-3.540,3.296
-0.088,0.072,0.982,2.380,-3.479,3.296
-0.039,0.109,0.980,2.319,-3.662,3.296
0.034,0.087,0.977,2.014,-3.662,3.235
0.035,0.033,0.974,1.831,-3.784,3.174
-0.036,0.021,0.978,1.770,-3.662,3.113
-0.089,0.065,0.981,1.770,-3.479,3.113
-0.053,0.109,0.978,1.953,-3.418,3.113
